Daily Window,Daily Active Time,Daily Inactive Time
"(Timestamp('2023-04-26 21:00:00'), Timestamp('2023-04-27 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2023-04-27 21:00:00'), Timestamp('2023-04-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-04-28 21:00:00'), Timestamp('2023-04-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-04-29 21:00:00'), Timestamp('2023-04-30 09:00:00'))",0 days 00:19:39,0 days 11:40:21
"(Timestamp('2023-04-30 21:00:00'), Timestamp('2023-05-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-01 21:00:00'), Timestamp('2023-05-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-02 21:00:00'), Timestamp('2023-05-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-03 21:00:00'), Timestamp('2023-05-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-04 21:00:00'), Timestamp('2023-05-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-05 21:00:00'), Timestamp('2023-05-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-06 21:00:00'), Timestamp('2023-05-07 09:00:00'))",0 days 00:00:10,0 days 11:59:50
"(Timestamp('2023-05-07 21:00:00'), Timestamp('2023-05-08 09:00:00'))",0 days 00:00:16,0 days 11:59:44
"(Timestamp('2023-05-08 21:00:00'), Timestamp('2023-05-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-09 21:00:00'), Timestamp('2023-05-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-10 21:00:00'), Timestamp('2023-05-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-11 21:00:00'), Timestamp('2023-05-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-12 21:00:00'), Timestamp('2023-05-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-05-13 21:00:00'), Timestamp('2023-05-14 01:20:06'))",0 days 00:00:00,0 days 04:20:06
