Daily Window,Daily Active Time,Daily Inactive Time
"(Timestamp('2023-01-12 21:00:00'), Timestamp('2023-01-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-13 21:00:00'), Timestamp('2023-01-14 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2023-01-14 21:00:00'), Timestamp('2023-01-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-15 21:00:00'), Timestamp('2023-01-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-16 21:00:00'), Timestamp('2023-01-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-17 21:00:00'), Timestamp('2023-01-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-18 21:00:00'), Timestamp('2023-01-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-19 21:00:00'), Timestamp('2023-01-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-20 21:00:00'), Timestamp('2023-01-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-21 21:00:00'), Timestamp('2023-01-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-22 21:00:00'), Timestamp('2023-01-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-23 21:00:00'), Timestamp('2023-01-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-24 21:00:00'), Timestamp('2023-01-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-25 21:00:00'), Timestamp('2023-01-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-26 21:00:00'), Timestamp('2023-01-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-27 21:00:00'), Timestamp('2023-01-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-28 21:00:00'), Timestamp('2023-01-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-29 21:00:00'), Timestamp('2023-01-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-30 21:00:00'), Timestamp('2023-01-31 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-01-31 21:00:00'), Timestamp('2023-02-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-02-01 21:00:00'), Timestamp('2023-02-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-02-02 21:00:00'), Timestamp('2023-02-03 09:00:00'))",0 days 00:00:34,0 days 11:59:26
