Daily Window,Daily Active Time,Daily Inactive Time
"(Timestamp('2023-10-04 21:00:00'), Timestamp('2023-10-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-05 21:00:00'), Timestamp('2023-10-06 09:00:00'))",0 days 00:01:03,0 days 11:58:57
"(Timestamp('2023-10-06 21:00:00'), Timestamp('2023-10-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-07 21:00:00'), Timestamp('2023-10-08 09:00:00'))",0 days 00:47:52,0 days 11:12:08
"(Timestamp('2023-10-08 21:00:00'), Timestamp('2023-10-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-09 21:00:00'), Timestamp('2023-10-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-10 21:00:00'), Timestamp('2023-10-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-11 21:00:00'), Timestamp('2023-10-12 09:00:00'))",0 days 00:08:44,0 days 11:51:16
"(Timestamp('2023-10-12 21:00:00'), Timestamp('2023-10-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-13 21:00:00'), Timestamp('2023-10-14 09:00:00'))",0 days 00:29:22,0 days 11:30:38
"(Timestamp('2023-10-14 21:00:00'), Timestamp('2023-10-15 09:00:00'))",0 days 00:00:10,0 days 11:59:50
"(Timestamp('2023-10-15 21:00:00'), Timestamp('2023-10-16 09:00:00'))",0 days 00:00:10,0 days 11:59:50
"(Timestamp('2023-10-16 21:00:00'), Timestamp('2023-10-17 09:00:00'))",0 days 00:29:26,0 days 11:30:34
"(Timestamp('2023-10-17 21:00:00'), Timestamp('2023-10-18 09:00:00'))",0 days 00:10:19,0 days 11:49:41
"(Timestamp('2023-10-18 21:00:00'), Timestamp('2023-10-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-19 21:00:00'), Timestamp('2023-10-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-20 21:00:00'), Timestamp('2023-10-21 09:00:00'))",0 days 00:00:22,0 days 11:59:38
"(Timestamp('2023-10-21 21:00:00'), Timestamp('2023-10-22 09:00:00'))",0 days 00:24:08,0 days 11:35:52
"(Timestamp('2023-10-22 21:00:00'), Timestamp('2023-10-23 09:00:00'))",0 days 00:09:11,0 days 11:50:49
"(Timestamp('2023-10-23 21:00:00'), Timestamp('2023-10-24 09:00:00'))",0 days 00:00:01,0 days 11:59:59
"(Timestamp('2023-10-24 21:00:00'), Timestamp('2023-10-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-25 21:00:00'), Timestamp('2023-10-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-26 21:00:00'), Timestamp('2023-10-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-27 21:00:00'), Timestamp('2023-10-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-28 21:00:00'), Timestamp('2023-10-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-29 21:00:00'), Timestamp('2023-10-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-10-30 21:00:00'), Timestamp('2023-10-31 09:00:00'))",0 days 00:00:19,0 days 11:59:41
"(Timestamp('2023-10-31 21:00:00'), Timestamp('2023-11-01 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2023-11-01 21:00:00'), Timestamp('2023-11-02 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2023-11-02 21:00:00'), Timestamp('2023-11-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-03 21:00:00'), Timestamp('2023-11-04 09:00:00'))",0 days 00:00:07,0 days 11:59:53
"(Timestamp('2023-11-04 21:00:00'), Timestamp('2023-11-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-05 21:00:00'), Timestamp('2023-11-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-06 21:00:00'), Timestamp('2023-11-07 09:00:00'))",0 days 00:29:30,0 days 11:30:30
"(Timestamp('2023-11-07 21:00:00'), Timestamp('2023-11-08 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2023-11-08 21:00:00'), Timestamp('2023-11-09 09:00:00'))",0 days 00:29:03,0 days 11:30:57
"(Timestamp('2023-11-09 21:00:00'), Timestamp('2023-11-10 09:00:00'))",0 days 00:16:48,0 days 11:43:12
"(Timestamp('2023-11-10 21:00:00'), Timestamp('2023-11-11 09:00:00'))",0 days 00:09:23,0 days 11:50:37
"(Timestamp('2023-11-11 21:00:00'), Timestamp('2023-11-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-12 21:00:00'), Timestamp('2023-11-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-13 21:00:00'), Timestamp('2023-11-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-14 21:00:00'), Timestamp('2023-11-15 09:00:00'))",0 days 00:00:04,0 days 11:59:56
"(Timestamp('2023-11-15 21:00:00'), Timestamp('2023-11-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-16 21:00:00'), Timestamp('2023-11-17 09:00:00'))",0 days 00:00:01,0 days 11:59:59
"(Timestamp('2023-11-17 21:00:00'), Timestamp('2023-11-18 09:00:00'))",0 days 00:31:24,0 days 11:28:36
"(Timestamp('2023-11-18 21:00:00'), Timestamp('2023-11-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-19 21:00:00'), Timestamp('2023-11-20 09:00:00'))",0 days 00:15:33,0 days 11:44:27
"(Timestamp('2023-11-20 21:00:00'), Timestamp('2023-11-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-21 21:00:00'), Timestamp('2023-11-22 09:00:00'))",0 days 02:55:09,0 days 09:04:51
"(Timestamp('2023-11-22 21:00:00'), Timestamp('2023-11-23 09:00:00'))",0 days 01:37:42,0 days 10:22:18
"(Timestamp('2023-11-23 21:00:00'), Timestamp('2023-11-24 09:00:00'))",0 days 02:30:38,0 days 09:29:22
"(Timestamp('2023-11-24 21:00:00'), Timestamp('2023-11-25 09:00:00'))",0 days 00:36:13,0 days 11:23:47
"(Timestamp('2023-11-25 21:00:00'), Timestamp('2023-11-26 09:00:00'))",0 days 00:32:12,0 days 11:27:48
"(Timestamp('2023-11-26 21:00:00'), Timestamp('2023-11-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-27 21:00:00'), Timestamp('2023-11-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-28 21:00:00'), Timestamp('2023-11-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-29 21:00:00'), Timestamp('2023-11-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-11-30 21:00:00'), Timestamp('2023-12-01 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2023-12-01 21:00:00'), Timestamp('2023-12-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-02 21:00:00'), Timestamp('2023-12-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-03 21:00:00'), Timestamp('2023-12-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-04 21:00:00'), Timestamp('2023-12-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-05 21:00:00'), Timestamp('2023-12-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-06 21:00:00'), Timestamp('2023-12-07 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2023-12-07 21:00:00'), Timestamp('2023-12-08 09:00:00'))",0 days 00:00:45,0 days 11:59:15
"(Timestamp('2023-12-08 21:00:00'), Timestamp('2023-12-09 09:00:00'))",0 days 00:28:02,0 days 11:31:58
"(Timestamp('2023-12-09 21:00:00'), Timestamp('2023-12-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-10 21:00:00'), Timestamp('2023-12-11 09:00:00'))",0 days 00:16:53,0 days 11:43:07
"(Timestamp('2023-12-11 21:00:00'), Timestamp('2023-12-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-12 21:00:00'), Timestamp('2023-12-13 09:00:00'))",0 days 00:00:01,0 days 11:59:59
"(Timestamp('2023-12-13 21:00:00'), Timestamp('2023-12-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-14 21:00:00'), Timestamp('2023-12-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-15 21:00:00'), Timestamp('2023-12-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-16 21:00:00'), Timestamp('2023-12-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-17 21:00:00'), Timestamp('2023-12-18 09:00:00'))",0 days 00:00:07,0 days 11:59:53
"(Timestamp('2023-12-18 21:00:00'), Timestamp('2023-12-19 09:00:00'))",0 days 00:24:55,0 days 11:35:05
"(Timestamp('2023-12-19 21:00:00'), Timestamp('2023-12-20 09:00:00'))",0 days 00:00:04,0 days 11:59:56
"(Timestamp('2023-12-20 21:00:00'), Timestamp('2023-12-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-21 21:00:00'), Timestamp('2023-12-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-22 21:00:00'), Timestamp('2023-12-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-23 21:00:00'), Timestamp('2023-12-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-24 21:00:00'), Timestamp('2023-12-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-25 21:00:00'), Timestamp('2023-12-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-26 21:00:00'), Timestamp('2023-12-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-27 21:00:00'), Timestamp('2023-12-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-28 21:00:00'), Timestamp('2023-12-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-29 21:00:00'), Timestamp('2023-12-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-30 21:00:00'), Timestamp('2023-12-31 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2023-12-31 21:00:00'), Timestamp('2024-01-01 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2024-01-01 21:00:00'), Timestamp('2024-01-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-02 21:00:00'), Timestamp('2024-01-03 09:00:00'))",0 days 00:25:28,0 days 11:34:32
"(Timestamp('2024-01-03 21:00:00'), Timestamp('2024-01-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-04 21:00:00'), Timestamp('2024-01-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-05 21:00:00'), Timestamp('2024-01-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-06 21:00:00'), Timestamp('2024-01-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-07 21:00:00'), Timestamp('2024-01-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-08 21:00:00'), Timestamp('2024-01-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-09 21:00:00'), Timestamp('2024-01-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-10 21:00:00'), Timestamp('2024-01-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-11 21:00:00'), Timestamp('2024-01-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-12 21:00:00'), Timestamp('2024-01-13 09:00:00'))",0 days 00:24:09,0 days 11:35:51
"(Timestamp('2024-01-13 21:00:00'), Timestamp('2024-01-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-14 21:00:00'), Timestamp('2024-01-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-15 21:00:00'), Timestamp('2024-01-16 09:00:00'))",0 days 00:15:19,0 days 11:44:41
"(Timestamp('2024-01-16 21:00:00'), Timestamp('2024-01-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-17 21:00:00'), Timestamp('2024-01-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-18 21:00:00'), Timestamp('2024-01-19 09:00:00'))",0 days 00:10:45,0 days 11:49:15
"(Timestamp('2024-01-19 21:00:00'), Timestamp('2024-01-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-20 21:00:00'), Timestamp('2024-01-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-21 21:00:00'), Timestamp('2024-01-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-22 21:00:00'), Timestamp('2024-01-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-23 21:00:00'), Timestamp('2024-01-24 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2024-01-24 21:00:00'), Timestamp('2024-01-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-25 21:00:00'), Timestamp('2024-01-26 09:00:00'))",0 days 00:00:07,0 days 11:59:53
"(Timestamp('2024-01-26 21:00:00'), Timestamp('2024-01-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-27 21:00:00'), Timestamp('2024-01-28 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2024-01-28 21:00:00'), Timestamp('2024-01-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-29 21:00:00'), Timestamp('2024-01-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-30 21:00:00'), Timestamp('2024-01-31 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-01-31 21:00:00'), Timestamp('2024-02-01 09:00:00'))",0 days 00:00:02,0 days 11:59:58
"(Timestamp('2024-02-01 21:00:00'), Timestamp('2024-02-02 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2024-02-02 21:00:00'), Timestamp('2024-02-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-03 21:00:00'), Timestamp('2024-02-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-04 21:00:00'), Timestamp('2024-02-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-05 21:00:00'), Timestamp('2024-02-06 09:00:00'))",0 days 00:07:48,0 days 11:52:12
"(Timestamp('2024-02-06 21:00:00'), Timestamp('2024-02-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-07 21:00:00'), Timestamp('2024-02-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-08 21:00:00'), Timestamp('2024-02-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-09 21:00:00'), Timestamp('2024-02-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-10 21:00:00'), Timestamp('2024-02-11 09:00:00'))",0 days 00:00:23,0 days 11:59:37
"(Timestamp('2024-02-11 21:00:00'), Timestamp('2024-02-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-12 21:00:00'), Timestamp('2024-02-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-13 21:00:00'), Timestamp('2024-02-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-14 21:00:00'), Timestamp('2024-02-15 09:00:00'))",0 days 00:21:23,0 days 11:38:37
"(Timestamp('2024-02-15 21:00:00'), Timestamp('2024-02-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-16 21:00:00'), Timestamp('2024-02-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-17 21:00:00'), Timestamp('2024-02-18 09:00:00'))",0 days 00:00:05,0 days 11:59:55
"(Timestamp('2024-02-18 21:00:00'), Timestamp('2024-02-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-19 21:00:00'), Timestamp('2024-02-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-20 21:00:00'), Timestamp('2024-02-21 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2024-02-21 21:00:00'), Timestamp('2024-02-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-22 21:00:00'), Timestamp('2024-02-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-23 21:00:00'), Timestamp('2024-02-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-24 21:00:00'), Timestamp('2024-02-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
